PLAYER_ID,AutoStats Games,Offensive Points/Chance,Defensive Points/Chance,Offensive Transition%,Defensive Transition%,Touches/Chance,Points/Touch,Transition Touch%,Transition Points/Touch,AutoStats FG%,AutoStats 3P%,Contested Jumper FG%,Uncontested Jumper FG%,% of Jumpers Contested,Contested 3P%,Uncontested 3P%,% of 3s Contested,Off Dribble Jumper FG%,Catch & Shoot Jumper FG%,Off Dribble 3P%,Catch & Shoot 3P%,% of Shots at Rim,Average Influence Score,Expected eFG%,AutoStats FG% Defended,AutoStats 3P% Defended,Contested Jumper FG% Defended,Uncontested Jumper FG% Defended,% of Defended Jumpers Contested,Contested 3P% Defended,Uncontested 3P% Defended,% of Defended 3s Contested,Average Influence Score Defended,Expected eFG% Defended,Layup FG% Defended,Passes/Touch,Led to Shot %,Assist %,Secondary Assist %,FT Assist %,Offensive Adjusted Rebound %,Offensive Contested Rebound %,% of Offensive Rebounds Contested,Defensive Adjusted Rebound %,Defensive Contested Rebound %,% of Defensive Rebounds Contested,Crash & Boxout %,Drives/Touch,Player Points/Drive,Team Points/Drive Chance,Drives Defended/Defensive Chances,Player Points/Drive Allowed,Team Points/Drive Chance Allowed,Isos/Touch,Player Points/Iso,Team Points/Iso Chance,Isos Defended/Defensive Chances,Player Points/Iso Allowed,Team Points/Iso Chance Allowed,Postups/Touch,Player Points/Postup,Team Points/Postup Chance,Postups Defended/Defensive Chances,Player Points/Postup Allowed,Team Points/Postup Chance Allowed,BH- Screens/Touch,BH- Player Points/Screen,BH- Team Points/Chance,BH- Pass to Screener %,BH- Screener Points/Touch,BH Def- Ball Handler Points/Screen,BH Def- Screens/Chance,BH Def- Team Points/Chance,BH Def- Ball Handler Pass to Screener %,BH Def- Screener Points/Touch,SC- Screens/Chance,SC- Ball Handler Points/Screen,SC- Points/Touch,SC- Team Points/Chance,SC- Combo Points/Screen,SC Def- Ball Handler Points/Screen,SC Def- Screens/Chance,SC Def- Team Points/Chance,SC Def- Ball Handler Pass to Screener %,SC Def- Screener Points/Touch,SC Def- Combo Points/Screen,Closeout Touch %,Points/Closeout Touch- Offense,Team Points/Closeout Chance- Offense,Closeouts/Chance,Points/Closeout Allowed,Team Points/Closeout Chance Allowed,Full Closeout %,Cutter- Screens/Chance,Cutter- Team Points/Chance,Cutter- Touches/Screen,Cutter- Points/Touch,Screener- Screens/Chance,Screener- Team Points/Chance,Screener- Cutter Touches/Screen,Screener- Cutter Points/Touch,Screener- Screener Touches/Screen,Screener- Screener Points/Touch,Cutter Def- Screens/Chance,Cutter Def- Team Points/Chance,Cutter Def- Cutter Touches/Screen,Cutter Def- Cutter Points/Touch,Cutter Def- Screener Touches/Screen,Cutter Def- Screener Points/Touch,Screener Def- Screens/Chance,Screener Def- Team Points/Chance,Screener Def- Cutter Touches/Screen,Screener Def- Cutter Touch Points,Screener Def- Screener Touches/Screen,Screener Def- Screener Points/Touch,Receiver- Handoffs/Touch,Receiver- Points/Handoff,Receiver- Team Points/Chance,Setter- Handoffs/Touch,Setter- Receiver Points/Handoff,Setter- Team Points/Chance,Receiver Defender- Handoffs/Chance,Receiver Defender- Receiver Points/Handoff,Receiver Defender- Team Points/Chance,Setter Defender- Handoffs/Chance,Setter Defender- Receiver Points/Handoff,Setter Defender- Team Points/Chance,Offensive Chances,Defensive Chances,PICK_NUMBER,Drafted
x16,18,0.6705,0.7915,5.3705,7.037,0.5115,0.3155,4.6115,0.619047619,46.54861945,0,32.16374269,71.66666667,70.14285714,0,0,0,37.5,45.63492063,0,0,43.03721489,75.56396369,43.38595495,24.664,18.0555,17.857,41.6665,65.812,0,43.33333333,53.472,77.3915,44.969,25,0.5225,12.688,5.324,3.993,0,83.33333333,72.85714286,58.92857143,86.42857143,47.5,33.17307692,41.621,0.042,0.416666667,0.666666667,0.032,0.625,1.225,0.0325,0.325,0.625,0.011,1,1.5,0.1155,0.429149798,0.639676113,0.0225,0.238095238,0.464285714,0.0125,0,0.333333333,16.66666667,0,0.2,0.0335,1.361111111,5,0,0.1795,0.14086629,0.732142857,0.789047619,0.272693032,0.169,0.189,0.7735,11.2335,0.071428571,0.178,3.2135,0.7,0.825,0.058,0.156,0.7,42.831,0.0365,0.909,0.3275,0,0.331,0.762062007,0.485090345,0.257712387,0.125928389,0.071428571,0.1175,1.0485,0.384,0.346405229,0.0705,0.375,0.283,0.7355,0.4095,4,0.1395,0.191666667,0.003,0,0,0.0285,0,1.464285714,0.0195,0.2,1.35,0.0545,0.1625,0.664835165,288,283.5,,
x17,9,1.24,1.426,11.442,17.518,1.95,0.258,7.512,0.875,62.29508197,52.17391304,71.42857143,55.55555556,121.7391304,60,46.15384615,86.95652174,57.14285714,60,0,66.66666667,36.06557377,149.8131945,85.42182623,62.858,33.334,20,54.546,95.238,0,44.44444444,50,149.582,94.69,100,1.522,22.84,4.938,2.47,0.618,166.6666667,100,40,200,150,75,41.06,0.14,0.733333333,0.866666667,0.116,0.5,1.5,0.052,0.909090909,0.909090909,0.034,0.571428571,2,0,0,0,0,0,0,0.436,0.408602151,1.461538462,49.43820225,0.636363636,0.197183099,0.346,1.639344262,30.98591549,1.090909091,0.05,0.363636364,0,0.4,0.363636364,0.462,0.064,1.538,15.384,0,0.462,18.31,0.615384615,1.789473684,0.15,0.322,1.866,45.162,0.334,1.142,0.658,0,0.376,1.443037975,0.780487805,0.25,0.341463415,0.571428571,0.322,1.424,0.666,0.363636364,0.242,0,0.142,1.556,0.828,0,0.206,1.333333333,0.056,0.333333333,0.333333333,0.094,0.5,1.052631579,0.092,0,1.052631579,0.024,0,0.8,874,822,,
x18,27,1.666,1.414,15.708,13.566,1.418,0.478,11.27,1.593220339,86.38497653,72.97297297,89.32038835,80,130.3797468,72.22222222,73.68421053,97.2972973,91.30434783,83.33333333,76.92307692,76.19047619,31.92488263,153.9936222,87.76851455,68.818,59.184,68.888,63.888,111.112,54.54545455,62.96296296,89.796,150.962,89.336,90.90909091,1.386,27.272,9.918,1.928,1.652,85.71428571,40,66.66666667,182.8571429,120,56.25,51.174,0.254,1.037593985,1.742424242,0.128,0.758,1.248,0.116,1.016393443,1.533333333,0.048,0.457142857,1.294117647,0.006,2,2,0.004,2,2.666666667,0.594,0.411575563,1.464,29.11877395,0.842105263,0.298076923,0.28,1.333333333,18.26923077,0.526315789,0.052,0,1.2,1.243243243,0.157894737,0.09,0.06,1.256,22.728,0.8,0.182,24.642,0.496124031,1.639344262,0.182,0.544,1.394,73.53,0.392,1.45,0.72,0.384615385,0.144,1.494736842,0.691588785,0.378378378,0.280373832,0.4,0.576,1.258,0.7,0.346666667,0.322,0.579710145,0.198,1.08,0.776,18,0.232,0.705882353,0.1,0.423076923,1.115384615,0.052,0,1.076923077,0.06,0.454545455,1.285714286,0.038,0.142857143,1.428571429,2954,2978,,
x19,35,0.797485714,0.697028571,8.503371429,8.616114286,0.605342857,0.277971429,6.222028571,0.530952381,35.03467406,30.69476971,33.26475155,34.24430642,46.28571429,25.84415584,34.28571429,39.86194996,35.67965368,35.76799141,39.59183673,31.52721088,10.70041609,71.03744168,45.73675228,36.35277143,27.79774286,23.9208,44.4676,63.37085714,16.47943388,43.98744113,63.63082857,75.68257143,45.75531429,34.88095238,0.639914286,13.8302,3.4056,2.978142857,1.050942857,65.57142857,50,54.28571429,72.85714286,7.428571429,4.126984127,20.6726,0.059028571,0.499047619,0.66,0.048028571,0.474542857,0.9294,0.036828571,0.52032967,0.52032967,0.021428571,0.720634921,1.050649351,0,0,0,0.003,0.371428571,0.371428571,0.132342857,0.160486322,0.640952381,14.35121951,0.500952381,0.143234036,0.096028571,0.557362075,9.235341016,0.561904762,0.020914286,0.082539683,0.251428571,0.789206349,0.161111111,0.188628571,0.032714286,0.955428571,3.492342857,0,0.188628571,21.403,0.339407895,0.715580524,0.079114286,0.263657143,0.773428571,34.66465714,0.3298,0.725885714,0.331971429,0.28806632,0.121571429,0.88994709,0.273751044,0.263945578,0.183893066,0.370588235,0.2732,0.657742857,0.326828571,0.256567376,0.096771429,0.345994398,0.0666,0.644457143,0.270685714,1.857142857,0.142314286,0.275510204,0.043885714,0.096703297,0.661442905,0.027028571,0.052380952,0.389285714,0.029457143,0.170238095,0.632142857,0.013057143,0.517857143,0.66952381,640.5428571,633.9428571,,
x20,28,1.556,1.464,19.134,15.384,1.642,0.274,10.746,0.745762712,75.55555556,22.22222222,66.66666667,92.30769231,148.5148515,18.18181818,28.57142857,122.2222222,71.42857143,80.95238095,0,33.33333333,35.55555556,154.8371691,79.56449037,80.916,68.852,82.858,66.666,135.922,70.58823529,66.66666667,111.476,152.34,89.85,100,1.58,39.908,15.686,5.536,0,76.92307692,20,40,188.8888889,133.3333333,23.52941176,43.526,0.154,0.847058824,1.951807229,0.12,0.84,1.21,0.1,0.872727273,2,0.052,0.8,1.314285714,0.002,0,0,0.004,1.333333333,1.333333333,0.376,0.223300971,1.563218391,34.06593407,0.64516129,0.354285714,0.258,1.535483871,18.28571429,1.375,0.062,0.341463415,0,2,0.341463415,0.414,0.042,1.656,20.69,2,0.62,16.394,0.222222222,1.704545455,0.122,1.048,1.976,65.854,0.43,1.222,0.784,0.194690265,0.322,1.344262295,0.96744186,0.442307692,0.306976744,0.606060606,0.412,1.386,0.594,0.554216867,0.266,0.486486486,0.158,1.414,0.636,24,0.15,0,0.088,0.208333333,1.531914894,0.042,0.782608696,2.260869565,0.054,0.432432432,1.027027027,0.02,0,0.615384615,2676,2704,,
x21,45,0.8138,0.7304,11.603,7.5214,0.423,0.27,5.752,0.457142857,41.14619883,38.84210526,40.44444444,38.82352941,45.57142857,44.15584416,35.78947368,36.73684211,42.5,39.42857143,70,37.15555556,25.61190856,70.62827901,45.42891458,43.44,21.5452,38.0932,38.2386,39.1144,27.83333333,20,29.5452,72.6058,48.2404,56,0.5816,10.8086,3.812,1.4874,0.724,47.85714286,34.14141414,62.66666667,71.47368421,32.14285714,25.71428571,51.2218,0.006,0,0,0.0234,0.3856,0.6654,0.0018,0,0,0.0068,0.533333333,0.666666667,0.0072,0,0.6,0.0174,0.33,0.612727273,0.0084,0,1.2,0,0,0.152995392,0.0284,0.601428571,11.49001536,0.4,0.1252,0.137076023,0.210434783,0.763648649,0.175087719,0.1848,0.1864,0.7786,11.557,0.582105263,0.246,7.7944,0.10625,1.064347826,0.0804,0.3828,0.7458,21.925,0.0686,0.7608,0.3184,0.069565217,0.3256,0.792896175,0.432847716,0.297398721,0.100716781,0.293333333,0.084,0.7176,0.3054,0.165833333,0.1498,0.22,0.3074,0.7466,0.375,24,0.0956,0.275,0.0114,0.48,1.466666667,0.0438,0.211764706,1.069803922,0.0148,0.321052632,0.75,0.0342,0.235897436,0.750881316,874.2,946.6,,
x22,41,0.825390244,0.736097561,10.25565854,7.412926829,0.416487805,0.33102439,4.307536585,0.398341068,47.9766911,46.82926829,43.52442311,53.71396896,62.58862218,30.48780488,56.91056911,38.53658537,44.81707317,49.3597561,0,58.11444653,14.23885618,74.61382596,42.07414669,42.51304878,34.8814878,36.06960976,41.53580488,49.28219512,37.23577236,34.63193908,34.8814878,74.28926829,47.77982927,48.86582483,0.566317073,12.5965122,4.955878049,3.956,1.517609756,49.59349593,33.11938383,57.7383592,68.02352064,30.36164844,31.47949611,48.17709756,0.014317073,0.510569106,0.627642276,0.032756098,0.569536585,0.832585366,0.005341463,0,0.195121951,0.015756098,0.525549056,0.788323585,0.014804878,0.766550523,0.885017422,0.014560976,0.262901155,0.445442875,0.012341463,0.487804878,0.87804878,23.57723577,0,0.202351916,0.02695122,0.427790096,7.608885017,0,0.137195122,0.186145134,0.605440901,0.772393363,0.299354043,0.133146341,0.163609756,0.785731707,14.84339024,0.392364793,0.189609756,10.36231707,0.424390244,1.140454163,0.090487805,0.355243902,0.919292683,23.60502439,0.078317073,0.858780488,0.268609756,0.414092141,0.332463415,0.885303287,0.412066208,0.335220684,0.099708393,0.370144535,0.101536585,0.698658537,0.314463415,0.180813008,0.122756098,0.236933798,0.261658537,0.855170732,0.352463415,9.146341463,0.104902439,0.54701897,0.018926829,0,0.455284553,0.061756098,0.066898955,0.762749446,0.020292683,0,0.501982458,0.033756098,0.209980376,0.699477352,910.7073171,976.8780488,,
x23,23,1.606,1.448,22.536,11.584,0.88,0.78,16.204,0.315789474,112.5925926,0,100,105.8823529,138.1818182,0,0,200,123.0769231,105.2631579,0,0,105.1851852,150.297354,92.67042222,82.052,25.806,57.692,83.334,118.182,15.38461538,33.33333333,83.87,152.046,91.208,113.2075472,1.01,27.848,15.19,5.908,4.22,123.4042553,102.7027027,131.0344828,164.2857143,113.3333333,73.91304348,116.612,0.038,0.888888889,0.888888889,0.046,0.96,1.44,0.012,2.666666667,2.666666667,0.014,1.75,1.75,0.11,1.076923077,2,0.064,0.971428571,1.085714286,0.042,0.8,1.6,40,0,0.083333333,0.044,1.047619048,25,0,0.118,0.19047619,1.555555556,1.966666667,0.412698413,0.32,0.44,1.302,18.106,0.363636364,0.354,4.69,0,0.909090909,0.096,0.188,0.98,60.378,0.11,1.368,0.678,0,0.734,1.404844291,0.639386189,0.544,0.127877238,1.04,0.146,1.48,0.666,0.296296296,0.246,1.4,0.642,1.38,0.766,40,0.22,0.205128205,0.012,2.666666667,2.666666667,0.052,0.666666667,1.666666667,0.024,0.153846154,1.833333333,0.064,0.4,1.9375,2130,2210,,
x24,22,1.634,1.424,22.058,11.258,2.03,0.318,16.074,0.772727273,73.46938776,56.41025641,61.97183099,74.07407407,144.8979592,50,66.66666667,123.0769231,57.69230769,82.92682927,16.66666667,83.33333333,46.2585034,157.3212196,86.49844762,74.684,69.842,57.5,86.486,136.752,66.66666667,75,123.81,153.068,90.43,103.4482759,1.456,42.41,19.322,4.768,2.258,50,33.33333333,200,173.3333333,88.88888889,30.76923077,44.52,0.172,0.70212766,1.638297872,0.182,0.758,1.52,0.086,0.680851064,1.574468085,0.066,0.684210526,1.736842105,0.012,0,0,0.004,0,2,0.234,0.1875,1.522123894,40.33613445,1.5,0.412955466,0.434,1.543378995,29.14979757,0.666666667,0.046,0.32,0,1.12,0.32,0.25,0.126,1.236,13.888,0,0.25,15.342,0.285714286,2.048780488,0.258,0.544,1.636,93.878,0.26,1.37,0.728,0.509803922,0.126,1.757575758,0.911764706,0.451612903,0.382352941,1.230769231,0.37,1.462,0.704,0.324324324,0.21,0.545454545,0.198,1.168,0.884,30,0.266,1.466666667,0.122,0.417910448,1.969230769,0.04,0.727272727,2.363636364,0.1,0.631578947,1.821428571,0.076,0.186046512,1.19047619,2158,2274,,
x25,20,1.528,1.538,16.692,15.72,0.612,0.718,13.132,0.615384615,174.3589744,0,140,200,125,0,0,200,66.66666667,184.6153846,0,0,112.8205128,147.5747778,100.1231179,74.286,57.142,56.41,95.238,130,33.33333333,75,85.714,151.354,91.13,87.17948718,1.262,40,12.8,0,6.4,100,53.33333333,72.72727273,162.962963,120,81.81818182,100,0,0,0,0.038,1.076,1.692,0,0,0,0.018,1,1,0.08,1,1.75,0.07,1.5,1.5,0.02,0,2,100,0,0.666666667,0.018,2,33.33333333,0,0.256,0.506024096,1.714285714,1.675675676,0.65060241,0.314,0.556,1.666,24.084,0.695652174,0.398,5.05,0.8,2,0.062,0.762,1.62,76.19,0.17,1.186,0.364,0,0.982,1.381818182,0.748427673,0.235294118,0.13836478,0.636363636,0.146,1.022,0.76,0,0.2,0.8,0.708,1.608,0.766,50,0.28,0.352941176,0.01,0,4,0.172,0.588235294,1.294117647,0.014,0,0,0.084,0.413793103,1.571428571,1294,1374,,
x26,23,1.582,1.482,22.184,12.774,0.948,0.576,17.068,0.869565217,77.5862069,82.9787234,67.74193548,84,110.7142857,76,90.90909091,106.3829787,36.36363636,89.88764045,0,101.2987013,3.448275862,147.0975314,96.73721207,72.108,50,54.546,66.666,100.918,44.44444444,53.65853659,79.412,148.218,93.91,110.3448276,1.362,20.708,7.63,6.54,2.18,66.66666667,0,0,150,66.66666667,44.44444444,35.948,0.008,0,0,0.072,1.582,2.372,0.004,4,4,0.034,1,2.1,0,0,0,0.008,1.6,1.6,0.056,0.4,1.2,26.66666667,0,0.167938931,0.22,1.282051282,25.95419847,0.823529412,0.05,0.142857143,3,1.928571429,0.357142857,0,0.052,1.066,32.258,0,0,34.88,0.617021277,1.494505495,0.18,0.58,1.534,67.29,0.836,1.56,0.662,0.573248408,0.256,1.696,0.593103448,0.790697674,0.317241379,0.782608696,0.484,1.306,0.694,0.46,0.194,0.785714286,0.14,1.44,0.698,8,0.24,0.8,0.078,0.571428571,1.9,0.134,0.111111111,2.111111111,0.078,0.391304348,1.911111111,0.024,0.857142857,2,2272,2380,,
x27,6,1.472,1.47,12.5,14.134,0.862,0.404,8.064,0.8,77.77777778,0,50,200,160,0,0,0,100,66.66666667,0,0,133.3333333,155.1289059,98.81595556,100,88.888,125,100,100,66.66666667,100,66.666,146.868,95.892,100,1.274,20.254,2.532,0,0,100,70.58823529,109.0909091,150,92.30769231,80,118.096,0.096,0.666666667,0.666666667,0.084,2,2,0.064,0,0,0.05,1.142857143,1.714285714,0.08,1.6,1.6,0.028,1,2,0.016,0,4,0,0,0,0.056,0.571428571,50,0,0.458,0.393939394,0,1.642857143,0.393939394,0.378,0.374,1.744,15.094,2,0.528,8.064,0.4,0.4,0.084,0.834,1.5,50,0.18,1.76,0.308,0,0.638,1.65625,0.913043478,0.523809524,0.108695652,0,0.098,1.572,0.142,0,0.428,2,0.672,1.534,0.842,8,0.232,0.363636364,0.048,0,2.666666667,0.29,1.111111111,1.875,0.022,2,3.333333333,0.128,0.666666667,1.75,576,566,,
x28,10,1.568,1.604,17.568,13.766,1.306,0.532,13.794,1.1,89.23076923,63.15789474,91.66666667,59.25925926,94.11764706,82.35294118,47.61904762,89.47368421,95.65217391,64,76.92307692,63.63636364,30.76923077,142.1093617,88.56851077,54.546,22.222,70.588,18.182,121.428,44.44444444,0,100,152.982,89.388,80,1.2,24.138,9.196,6.896,2.298,0,0,0,163.6363636,66.66666667,22.22222222,25.862,0.2,1.655172414,2.206896552,0.098,0.75,0.916,0.082,2,2.333333333,0.052,0.307692308,0.307692308,0,0,0,0.004,4,4,0.606,0.454545455,1.864864865,45.94594595,0.705882353,0.25,0.226,1.846153846,39.28571429,0.545454545,0.054,0.333333333,0,2.2,0.333333333,0.308,0.052,0.364,30.77,0,0.308,39.31,0.701754386,1.925925926,0.226,0.072,1.698,110.714,0.328,1.782,0.768,0.642857143,0.144,1.4,0.8125,0.307692308,0.4375,0,0.494,1.652,0.606,0.432432432,0.41,0.8,0.186,1.368,0.74,4,0.434,0.4,0.248,0.777777778,1.944444444,0.068,0,2,0.056,0.714285714,1.857142857,0.048,0.5,1.166666667,888,988,,
x29,16,1.416,1.45,9.988,10.866,2.166,0.196,6.62,0.428571429,71.26436782,45.45454545,60.46511628,75,128.358209,20,66.66666667,90.90909091,68.18181818,66.66666667,28.57142857,61.53846154,29.88505747,153.3895154,83.45126207,83.544,48.648,88.236,61.538,113.334,66.66666667,31.57894737,97.298,148.138,92.718,114.2857143,1.57,25.302,11.746,3.012,1.808,200,100,33.33333333,154.5454545,50,23.52941176,46.428,0.164,0.869565217,2.173913043,0.124,0.572,1.714,0.056,0.833333333,2.083333333,0.042,1.142857143,2,0.01,0,0,0.002,0,0,0.428,0.099447514,1.519480519,9.411764706,0,0.151260504,0.35,1.752380952,28.57142857,1.764705882,0.088,0.764705882,0,1.3125,0.764705882,0.286,0.082,1.692,14.286,0,0.286,22.932,0.309278351,1.422222222,0.188,0.406,1.834,46.876,0.32,1.686,0.864,0.222222222,0.244,1.522727273,0.863157895,0.195121951,0.357894737,0.588235294,0.244,1.28,0.698,0.75862069,0.386,0.25,0.2,1.4,0.794,16,0.236,0,0.064,0.148148148,1.185185185,0.09,0.789473684,1.621621622,0.046,0,0.875,0.064,0.272727273,0.909090909,1562,1362,,
x30,39,0.778615385,0.735615385,7.988384615,7.617538462,0.973230769,0.186615385,4.216,0.660606061,36.80986499,24.80761248,29.81121443,37.21556412,61.5902763,21.35198135,32.05128205,56.94989942,40.58919804,28.61753631,24.27138079,26.7869643,15.91797585,75.47752004,44.36052834,41.54376923,31.89992308,35.36015385,43.63923077,58.03238462,19.78021978,43.42657343,46.47730769,75.79738462,45.55330769,54.3956044,0.728230769,13.10223077,5.636769231,2.365076923,1.159076923,75.52447552,50,40.38461538,84.34065934,61.66666667,32.78106509,41.31715385,0.074230769,0.661422178,1.090003997,0.046923077,0.436615385,0.810384615,0.032461538,0.827383143,1.13986014,0.025461538,0.599870718,0.88671024,0.001,0.769230769,2,0.006076923,0.240384615,0.240384615,0.230307692,0.147523317,0.810079719,10.03740733,0.469030969,0.144768789,0.084230769,0.780952381,7.896479417,0.256410256,0.035846154,0.039447732,0,0.692463407,0.039447732,0.168461538,0.047307692,0.946461538,9.639,0,0.168461538,13.08546154,0.162443899,0.793824795,0.098461538,0.187,0.62,33.45053846,0.345076923,0.731,0.438461538,0.146245882,0.131692308,0.757397042,0.34767385,0.146648673,0.244422127,0.058275058,0.258384615,0.784076923,0.311692308,0.265167437,0.096692308,0.150445344,0.129307692,0.714,0.377153846,10.69230769,0.116,0.441251057,0.041846154,0.135188216,0.608547009,0.023615385,0.101983989,0.825617821,0.035692308,0.190045249,0.714894301,0.023076923,0.388278388,0.957393484,916.3076923,920.5384615,,
x31,39,0.750153846,0.707384615,7.383615385,8.005,0.424230769,0.373923077,5.385923077,0.556799238,43.74603223,0,40.51435821,45.7779063,50.54457443,0,0,61.53846154,31.02564103,45.21848388,0,0,41.99983173,71.2245663,46.8980357,41.73407692,32.99361538,39.23076923,40.29284615,50.53115385,30.76923077,34.4852071,38.66669231,74.069,47.20338462,48.20512821,0.487076923,7.888615385,2.410461538,3.342153846,1.478769231,62.95698305,44.78021978,60.87246087,81.5227259,55.23809524,40.85067873,52.43546154,0.023923077,0.671550672,0.671550672,0.026538462,0.359307692,0.523,0.004615385,0.769230769,0.769230769,0.009076923,0.465811966,0.602564103,0.039230769,0.403846154,0.461538462,0.017076923,0.307692308,0.653846154,0.001230769,0,0,61.53846154,0,0.104895105,0.021538462,0.541405962,9.357309357,0.384615385,0.235307692,0.102739113,0.603550296,0.759063707,0.18023606,0.174384615,0.144,0.682384615,9.011846154,0.32967033,0.208615385,5.699538462,0.463800905,0.66025641,0.086,0.194384615,0.628692308,37.09507692,0.096769231,0.687,0.176615385,0.245421245,0.448153846,0.765697593,0.441210109,0.196019549,0.063262397,0.301587302,0.094692308,0.718153846,0.337076923,0.293414918,0.082923077,0.769230769,0.358230769,0.631538462,0.412615385,11.53846154,0.104538462,0.153846154,0.005846154,0,1.384615385,0.033076923,0.362637363,1.285714286,0.009153846,0.384615385,0.880494505,0.024769231,0.326923077,0.807692308,820.6923077,797.7692308,,
